	text	DATES	FSBU	NK	FZ	KBK	FORMS	KND	NDFL	NPA	MONEY	UNCNOWN_NUM	KEYS	clear_text	lem_text
396	срок сдачи декларации по налогу на имущество за 2022	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2022']	['имущество']	срок сдачи декларации по налогу на имущество за genцифра	срок сдача декларация по налог на имущество за депцифра
397	налог на имущество декларация срок сдачи 2022	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2022']	['имущество']	налог на имущество декларация срок сдачи genцифра	налог на имущество декларация срок сдача депцифра
398	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
399	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
400	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
401	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
402	оквэды по строительству	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	оквэды по строительству	оквэд по строительство
403	оквэд в строительстве	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	оквэд в строительстве	оквэд в строительство
404	как закрыть ооо?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как закрыть ооо?	как закрывать ооо
405	как закрыть ооо	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как закрыть ооо	как закрывать ооо
406	добрый вечер. кто должен сдавать ефс1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	добрый вечер. кто должен сдавать ефсgenцифра	добрый вечер кто должный сдавать ефсдепцифра
407	кто должен сдавать ефс1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	кто должен сдавать ефсgenцифра	кто должный сдавать ефсдепцифра
408	изменения учетной политике 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения учетной политике genцифра	изменение учетный политика депцифра
409	учетная политика 2023 изменения	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	учетная политика genцифра изменения	учетный политика депцифра изменение
410	эдо	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	эдо	эдо
411	эдо	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	эдо	эдо
412	размер единовременного пособия при рождении ребенка в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	размер единовременного пособия при рождении ребенка в genдатаоду	размер единовременный пособие при рождение ребенок в депдатаод
413	единовременное пособие при рождении ребенка в 2023 году размер	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	единовременное пособие при рождении ребенка в genдатаоду размер	единовременный пособие при рождение ребенок в депдатаод размер
414	какие документы нужно выдать при увольнении сотруднику	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какие документы нужно выдать при увольнении сотруднику	какой документ нужно выдавать при увольнение сотрудник
415	увольнение сотрудника какие документы выдать	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	увольнение сотрудника какие документы выдать	увольнение сотрудник какой документ выдавать
416	здравствуйте! нужно ли подавать уведомление по ндс?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	здравствуйте! нужно ли подавать уведомление по ндс?	здравствовать нужно ли подавать уведомление по ндс
417	нужно ли подавать уведомление по ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	нужно ли подавать уведомление по ндс	нужно ли подавать уведомление по ндс
418	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
419	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
420	ефс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ефс-1']	[]	genцифра	депцифра
421	ефс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ефс-1']	[]	genцифра	депцифра
422	штраф за неуплату ндфл	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл']	штраф за неуплату ндфл	штраф за неуплата ндфл
423	штрафы за неуплату ндфл	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл']	штрафы за неуплату ндфл	штраф за неуплата ндфл
424	енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	енп	енс
425	что такое енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	что такое енп	что такой енс
426	подскажите, пожалуйста, бух проводки по начислению транспортного налога	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	подскажите, пожалуйста, бух проводки по начислению транспортного налога	подсказывать пожалуйста бух проводка по начисление транспортный налог
427	бух проводки начисление транспортного налога	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	бух проводки начисление транспортного налога	бух проводка начисление транспортный налог
428	что нужно для выплаты больничного	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	что нужно для выплаты больничного	что нужный для выплата больничный
429	выплата больничного	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	выплата больничного	выплата больничный
430	фсбу-6	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['фсбу-6']	[]	genцифра	депцифра
431	фсбу 6	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['6']	['фсбу']	фсбу genцифра	фсба депцифра
432	чек лист	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	чек лист	чек лист
433	чек-лист	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	чек-лист	чек лист
434	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
435	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
436	ефс1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	ефсgenцифра	ефсдепцифра
437	ефс1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	ефсgenцифра	ефсдепцифра
438	отпуск 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	отпуск genцифра	отпуск депцифра
439	отпуск 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	отпуск genцифра	отпуск депцифра
440	ндфл	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл']	ндфл	ндфл
441	ндфл	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл']	ндфл	ндфл
442	ндфл2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфлgenцифра	ндфлдепцифра
443	ндфл2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфлgenцифра	ндфлдепцифра
444	налоговый форум	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	налоговый форум	налоговый форум
445	налоговый форум	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	налоговый форум	налоговый форум
446	отчет в роскомнадзор по персональным данным	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	отчет в роскомнадзор по персональным данным	отчет в роскомнадзор по персональный данные
447	отчет в роскомнадзор по персональным данным	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	отчет в роскомнадзор по персональным данным	отчет в роскомнадзор по персональный данные
448	енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	енп	енс
449	что такое енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	что такое енп	что такой енс
450	мрот на 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	мрот на genцифра	мрот на депцифра
451	мрот 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	мрот genцифра	мрот депцифра
452	сзв тд	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сзв тд	сзвтд
453	сзв-тд	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-тд']	сзв-тд	сзвтд
454	генератор учетной политики	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	генератор учетной политики	генератор учетный политика
455	генератор учетной политики	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	генератор учетной политики	генератор учетный политика
456	ефс1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	ефсgenцифра	ефсдепцифра
457	ефс1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	ефсgenцифра	ефсдепцифра
458	образцы платежек	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	образцы платежек	образец платежка
459	образец платежек	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	образец платежек	образец платежка
460	график отпусков	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	график отпусков	график отпуск
461	графике отпусков	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	графике отпусков	график отпуск
462	6 ндфл	[]	[]	[]	[]	[]	[]	[]	['6 ндфл']	[]	[]	[]	['ндфл']	genндфл	депндфл
463	6 ндфл	[]	[]	[]	[]	[]	[]	[]	['6 ндфл']	[]	[]	[]	['ндфл']	genндфл	депндфл
464	здравствуйте, подскажите пожалуйста, кбк по страховым взносам в уведомлении?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте, подскажите пожалуйста, кбк по страховым взносам в уведомлении?	здравствовать подсказывать пожалуйста кбк по страховой взнос в уведомление
465	кбк для страховых взносов для уведомления	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	кбк для страховых взносов для уведомления	кбк для страховой взнос для уведомление
466	енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	енп	енс
467	что такое енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	что такое енп	что такой енс
468	подскажите кбк по транспортному налогу	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	подскажите кбк по транспортному налогу	подсказывать кбк по транспортный налог
469	кбк транспортного налога	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	кбк транспортного налога	кбк транспортный налог
470	генератор учётной политики	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	генератор учётной политики	генератор учетный политика
471	генератор учетной политики	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	генератор учетной политики	генератор учетный политика
472	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
473	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
474	учетная политика 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	учетная политика genцифра	учетный политика депцифра
475	учетная политика в 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	учетная политика в genцифра	учетный политика в депцифра
476	здравствуйте! подскажите пожалуйста, как отразить продажу земельного участка в декларации ндс?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	здравствуйте! подскажите пожалуйста, как отразить продажу земельного участка в декларации ндс?	здравствовать подсказывать пожалуйста как отражать продажа земельный участок в декларация ндс
477	как отразить в декларации по ндс продажу земельного участка	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	как отразить в декларации по ндс продажу земельного участка	как отражать в декларация по ндс продажа земельный участок
478	календарь бухгалтера	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	календарь бухгалтера	календарь бухгалтер
479	календарь для бухгалтера	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	календарь для бухгалтера	календарь для бухгалтер
480	тест	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	тест	тест
481	тест	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	тест	тест
482	как учесть опоздавшую первичку	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как учесть опоздавшую первичку	как учитывать опаздывать первичка
483	опоздавшая первичка как учитывать	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	опоздавшая первичка как учитывать	опаздывать первичка как учитывать
484	сзв-стаж	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-стаж']	сзв-стаж	сзвстаж
485	сзв- стаж	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сзв- стаж	сзвстаж
486	ефс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ефс-1']	[]	genцифра	депцифра
487	ефс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ефс-1']	[]	genцифра	депцифра
488	добрый день, надо ли удерживать алименты с материальной помощи?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день, надо ли удерживать алименты с материальной помощи?	добрый день надо ли удерживать алименты с материальный помощь
489	с материальной помощи удерживаются алименты	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	с материальной помощи удерживаются алименты	с материальный помощь удерживаться алименты
490	добрый день! как перевести сотрудников на электронные трудовые книжки?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! как перевести сотрудников на электронные трудовые книжки?	добрый день как перевести сотрудник на электронный трудовой книжка
491	как оформить перевод сотрудника на электронную трудовую книжку	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как оформить перевод сотрудника на электронную трудовую книжку	как оформлять перевод сотрудник на электронный трудовой книжка
492	добрый день. подскажите, пожалуйста, какой кбк по страховым взносам за январь 2023 года указать в уведомлении об исчисленных суммах налогов	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день. подскажите, пожалуйста, какой кбк по страховым взносам за genдата года указать в уведомлении об исчисленных суммах налогов	добрый день подсказывать пожалуйста какой кбк по страховой взнос за депдат год указывать в уведомление об исчислять сумма налог
493	какие кбк указывать в уведомлении об исчисленных сумм налогов страховых взносов в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какие кбк указывать в уведомлении об исчисленных сумм налогов страховых взносов в genдатаоду	какой кбк указывать в уведомление об исчислять сумма налог страховой взнос в депдатаод
494	добрый день! за январь 2023 года на какой кбк нужно перечислить страховые взносы отдельными платежными поручениями ?	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! за genдата года на какой кбк нужно перечислить страховые взносы отдельными платежными поручениями ?	добрый день за депдат год на какой кбк нужно перечислять страховой взнос отдельный платежный поручение
495	кбк для перечисления страховых взносов в 2023 году платежным поручением вместо уведомления	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	кбк для перечисления страховых взносов в genдатаоду платежным поручением вместо уведомления	кбк для перечисление страховой взнос в депдатаод платежный поручение вместо уведомление
496	подскажите, вместо сзв-м какой отчет за январь?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-м']	подскажите, вместо сзв-м какой отчет за январь?	подсказывать вместо сзвм какой отчет за январь
497	какой отчет сдавать за январь вместо сзв-м	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-м']	какой отчет сдавать за январь вместо сзв-м	какой отчет сдавать за январь вместо сзвм
498	6 ндфл на каком бланке сдается за 2022г.	['2022г']	[]	[]	[]	[]	[]	[]	['6 ндфл']	[]	[]	[]	['ндфл']	genндфл на каком бланке сдается за genдата.	депндфл на какой бланк сдаваться за депдат
499	по какой форме сдавать 6-ндфл за 2023	[]	[]	[]	[]	[]	['форме сдавать 6']	[]	[]	[]	[]	['2023']	['ндфл']	по какой genформа-ндфл за genцифра	по какой депформ ндфл за депцифра
500	можно ли вместо транспортной накладной выдавать товарно-транспортную накладную	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	можно ли вместо транспортной накладной выдавать товарно-транспортную накладную	можно ли вместо транспортный накладная выдавать товарный транспортный накладная
501	транспортная накладная вместо товарно-транспортная накладная	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	транспортная накладная вместо товарно-транспортная накладная	транспортный накладной вместо товарный транспортный накладной
502	добрый день! как правильно перевести сотрудников при реорганизации	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! как правильно перевести сотрудников при реорганизации	добрый день как правильно перевести сотрудник при реорганизация
503	реорганизация сотрудника переводят	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	реорганизация сотрудника переводят	реорганизация сотрудник переводить
504	кбк для уведомления по страховым взносам ндфл, земельный налог	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл', 'земельный']	кбк для уведомления по страховым взносам ндфл, земельный налог	кбк для уведомление по страховой взнос ндфл земельный налог
505	уведомление об исчисленных суммах налога кбк по страховым взносам	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	уведомление об исчисленных суммах налога кбк по страховым взносам	уведомление об исчислять сумма налог кбк по страховой взнос
506	изменились ли кбк для страховых взносов с 2023 года?	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	изменились ли кбк для страховых взносов с genдатаода?	изменяться ли кбк для страховой взнос с депдатаод
507	новые кбк с 2023 года на страховые взносы	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	новые кбк с genдатаода на страховые взносы	новый кбк с депдатаод на страховой взнос
508	по каким реквизитам перечислять страховые взносы	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	по каким реквизитам перечислять страховые взносы	по какой реквизит перечислять страховой взнос
509	по каким реквизитам перечислять страховые взносы на травматизм	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	по каким реквизитам перечислять страховые взносы на травматизм	по какой реквизит перечислять страховой взнос на травматизм
510	подскажите отпускные работнику за сколько дней нужно выплатить ?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	подскажите отпускные работнику за сколько дней нужно выплатить ?	подсказывать отпускной работник за сколько день нужно выплачивать
511	за сколько дней начислять отпускные для сотрудников	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	за сколько дней начислять отпускные для сотрудников	за сколько день начислять отпускной для сотрудник
512	здравствуйте. надо ли подавать уведомление для енп по ежемесячным авансовым платежам по прибыли?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	здравствуйте. надо ли подавать уведомление для енп по ежемесячным авансовым платежам по прибыли?	здравствовать надо ли подавать уведомление для енс по ежемесячный авансовый платеж по прибыль
513	нужно ли подавать уведомление по енп на авансовые платежи по прибыли	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	нужно ли подавать уведомление по енп на авансовые платежи по прибыли	нужно ли подавать уведомление по енс на авансовый платеж по прибыль
514	здравствуйте, подскажите пожалуйста какие указывать кбк в уведомлении по енп по исчисленным страховым взносам за январь 2023г	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	здравствуйте, подскажите пожалуйста какие указывать кбк в уведомлении по енп по исчисленным страховым взносам за genдатаг	здравствовать подсказывать пожалуйста какой указывать кбк в уведомление по енс по исчислять страховой взнос за депдатага
515	какой кбк указать в уведомлении по страховым взносам за январь 2023	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указать в уведомлении по страховым взносам за genдата	какой кбк указывать в уведомление по страховой взнос за депдат
516	добрый день, нужно ли подавать уведомление по взносам несчастный случай?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день, нужно ли подавать уведомление по взносам несчастный случай?	добрый день нужно ли подавать уведомление по взнос несчастный случай
517	надо ли подавать уведомление при оплате страховых взносов от несчастных случаев	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	надо ли подавать уведомление при оплате страховых взносов от несчастных случаев	надо ли подавать уведомление при оплата страховой взнос от несчастный случай
518	добрый день ! прошу пояснить по вопросу перехода на фсбу 6/2020	[]	['фсбу 6/2020']	[]	[]	[]	[]	[]	[]	[]	[]	[]	['фсбу']	добрый день ! прошу пояснить по вопросу перехода на genфсбу	добрый день просить пояснять по вопрос переход на депфсба
519	переход фсбу 6/2020	[]	['фсбу 6/2020']	[]	[]	[]	[]	[]	[]	[]	[]	[]	['фсбу']	переход genфсбу	переход депфсба
520	кто платит транспортный налог за лизинговый автомобиль?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	кто платит транспортный налог за лизинговый автомобиль?	кто платить транспортный налог за лизинговый автомобиль
521	автомобиль в лизинге кто платит транспортный налог	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	автомобиль в лизинге кто платит транспортный налог	автомобиль в лизинг кто платить транспортный налог
522	добрый день! какой кбк указать в уведомленнии енп на страховые взносы?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	добрый день! какой кбк указать в уведомленнии енп на страховые взносы?	добрый день какой кбк указывать в уведомленния енс на страховой взнос
523	какой кбк указывать в уведомлении для страховых взносов	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указывать в уведомлении для страховых взносов	какой кбк указывать в уведомление для страховой взнос
524	календарь бухгалтера на 1 квартал 2023г	['1 квартал 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	календарь бухгалтера на genдатаг	календарь бухгалтер на депдатага
525	календарь бухгалтера 1 квартал 2023	['1 квартал 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	календарь бухгалтера genдата	календарь бухгалтер депдат
526	отправляем платежку по енп, какие кбк указывать на налоги(страховые взносы конкретно)	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	отправляем платежку по енп, какие кбк указывать на налоги(страховые взносы конкретно)	отправлять платежка по енс какой кбк указывать на налог страховой взнос конкретно
527	какой кбк указывать в уведомлении об исчисленных налогах для енп при страховых взносах по единому тарифу,	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	какой кбк указывать в уведомлении об исчисленных налогах для енп при страховых взносах по единому тарифу,	какой кбк указывать в уведомление об исчислять налог для енс при страховой взнос по единый тариф
528	добрый день, подскажите пож что нужно сдавать вместо сзв-м ?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-м']	добрый день, подскажите пож что нужно сдавать вместо сзв-м ?	добрый день подсказывать пожа что нужно сдавать вместо сзвм
529	что сдавать вместо формы сзв-м?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-м']	что сдавать вместо формы сзв-м?	что сдавать вместо форма сзвм
530	добрый день. нужно ли удерживать ндфл с материальной помощи иностранца.	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл']	добрый день. нужно ли удерживать ндфл с материальной помощи иностранца.	добрый день нужно ли удерживать ндфл с материальный помощь иностранец
531	ндфл с материальной помощи иностранцу	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл']	ндфл с материальной помощи иностранцу	ндфл с материальный помощь иностранец
532	при расчете компенсации при увольнении нужно ли вычитать отпуск без сохранения оплаты труда?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	при расчете компенсации при увольнении нужно ли вычитать отпуск без сохранения оплаты труда?	при расчет компенсация при увольнение нужно ли вычитать отпуск без сохранение оплата труд
533	как учитывать отпуск без сохранения зарплаты при расчете компенсации при увольнении	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как учитывать отпуск без сохранения зарплаты при расчете компенсации при увольнении	как учитывать отпуск без сохранение зарплата при расчет компенсация при увольнение
534	добрый день ! помогите найти образец заполнения уведомления по страховым взносам за январь 2023	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день ! помогите найти образец заполнения уведомления по страховым взносам за genдата	добрый день помогать находить образец заполнение уведомление по страховой взнос за депдат
535	образец заполнения уведомления по страховым взносам в 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	образец заполнения уведомления по страховым взносам в genцифра	образец заполнение уведомление по страховой взнос в депцифра
536	добрый день! можно образец заполнения сзв-тд в 2023 г. при увольнении?	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['сзв-тд']	добрый день! можно образец заполнения сзв-тд в genдата. при увольнении?	добрый день можно образец заполнение сзвтд в депдат при увольнение
537	образец заполнения сзв-тд при увольнении 2022	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2022']	['сзв-тд']	образец заполнения сзв-тд при увольнении genцифра	образец заполнение сзвтд при увольнение депцифра
538	здравствуйте! заполнение отчета 6ндфл. как отразить в 6-ндфл за 2023 год зарплату за декабрь 2021 года, выплаченную в январе 2023 года? конкретно 2 раздел 6ндфл за 2023 год. а также отражать ли удержанный ндфл за декабрь 2021 года выплаченный в январе 2022 года в справках о доходе за 2023год?	['2023 г', 'декабрь 2021', 'январе 2023', '2023 г', 'декабрь 2021', 'январе 2022', '2023г']	[]	[]	[]	[]	[]	[]	['6-ндфл']	[]	[]	['6', '2', '6']	['ндфл', 'ндфл', 'ндфл', 'ндфл']	здравствуйте! заполнение отчета genцифрандфл. как отразить в genндфл за genдатаод зарплату за genдата года, выплаченную в январе genдатаода? конкретно genцифра раздел genцифрандфл за genдатаод. а также отражать ли удержанный ндфл за genдата года выплаченный в genдата года в справках о доходе за genдатаод?	здравствовать заполнение отчет депцифрандфл как отражать в депндфл за депдатаод зарплата за депдат год выплачивать в январь депдатаод конкретно депцифра раздел депцифрандфл за депдатаод а также отражать ли удерживать ндфл за депдат год выплачивать в депдат год в справка о доход за депдатаод
539	как заполнить 6-ндфл за 2022 год если зарплата за декабрь выплачена в январе 2022	['2022 г', 'январе 2022']	[]	[]	[]	[]	[]	[]	['6-ндфл']	[]	[]	[]	['ндфл']	как заполнить genндфл за genдатаод если зарплата за декабрь выплачена в genдата	как заполнять депндфл за депдатаод если зарплата за декабрь выплачивать в депдат
540	сколько дней больничного листа по уходу за ребенком должен оплачивать работодатель?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сколько дней больничного листа по уходу за ребенком должен оплачивать работодатель?	сколько день больничный лист по уход за ребенок должный оплачивать работодатель
541	сколько дней оплачивают на ребенка по больничному листу	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сколько дней оплачивают на ребенка по больничному листу	сколько день оплачивать на ребенок по больничный лист
542	здравствуйте, как правильно поступить: в августе сотруднику был предоставлен отпуск авансом, а в октябре он решает уволится и его заработной платы нге хватает, чтобы вернуть излишне выплаченные отпускные	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте, как правильно поступить: в августе сотруднику был предоставлен отпуск авансом, а в октябре он решает уволится и его заработной платы нге хватает, чтобы вернуть излишне выплаченные отпускные	здравствовать как правильно поступать в август сотрудник быть предоставлять отпуск аванс а в октябрь он решать увольняться и его заработный плата нга хватать чтобы вернуть излишне выплачивать отпускной
